name,type,start_time,duration,mosi,miso
"SPI","result",0.338206896,3.36e-06,0x09,0x1B
"SPI","result",0.338210256,3.352e-06,0x0A,0x3F
"SPI","disable",0.338213608,8e-09,,
"SPI","enable",0.339206888,8e-09,,
"SPI","result",0.339206896,3.36e-06,0x0A,0x1E
"SPI","result",0.339210256,3.352e-06,0x0B,0x46
"SPI","disable",0.339213608,8e-09,,
"SPI","enable",0.340206888,8e-09,,
"SPI","result",0.340206896,3.36e-06,0x0B,0x21
"SPI","result",0.340210256,3.352e-06,0x0C,0x4D
"SPI","disable",0.340213608,8e-09,,
"SPI","enable",0.341206888,8e-09,,
"SPI","result",0.341206896,3.36e-06,0x0C,0x24
"SPI","result",0.341210256,3.352e-06,0x0D,0x54
"SPI","disable",0.341213608,8e-09,,
"SPI","enable",0.342206888,8e-09,,
"SPI","result",0.342206896,3.36e-06,0x0D,0x27
"SPI","result",0.342210256,3.352e-06,0x0E,0x5B
"SPI","disable",0.342213608,8e-09,,
"SPI","enable",0.343206888,8e-09,,
"SPI","result",0.343206896,3.36e-06,0x0E,0x2A
"SPI","result",0.343210256,3.352e-06,0x0F,0x62
"SPI","disable",0.343213608,8e-09,,
"SPI","enable",0.344206888,8e-09,,
"SPI","result",0.344206896,3.36e-06,0x0F,0x2D
"SPI","result",0.344210256,3.352e-06,0x10,0x69
"SPI","disable",0.344213608,8e-09,,
"SPI","enable",0.345206888,8e-09,,
"SPI","result",0.345206896,3.36e-06,0x10,0x30
"SPI","result",0.345210256,3.352e-06,0x11,0x70
"SPI","disable",0.345213608,8e-09,,
"SPI","enable",0.346206888,8e-09,,
"SPI","result",0.346206896,3.36e-06,0x11,0x33
"SPI","result",0.346210256,3.352e-06,0x12,0x77
"SPI","disable",0.346213608,8e-09,,
"SPI","enable",0.347206888,8e-09,,
"SPI","result",0.347206896,3.36e-06,0x12,0x36
"SPI","result",0.347210256,3.352e-06,0x13,0x7E
"SPI","disable",0.347213608,8e-09,,
"SPI","enable",0.348206888,8e-09,,
"SPI","result",0.348206896,3.36e-06,0x13,0x39
"SPI","result",0.348210256,3.352e-06,0x14,0x85
"SPI","disable",0.348213608,8e-09,,
"SPI","enable",0.349206888,8e-09,,
"SPI","result",0.349206896,3.36e-06,0x14,0x3C
"SPI","result",0.349210256,3.352e-06,0x15,0x8C
"SPI","disable",0.349213608,8e-09,,
"SPI","enable",0.350206888,8e-09,,
"SPI","result",0.350206896,3.36e-06,0x15,0x3F
"SPI","result",0.350210256,3.352e-06,0x16,0x93
"SPI","disable",0.350213608,8e-09,,
"SPI","enable",0.351206888,8e-09,,
"SPI","result",0.351206896,3.36e-06,0x16,0x42
"SPI","result",0.351210256,3.352e-06,0x17,0x9A
"SPI","disable",0.351213608,8e-09,,
"SPI","enable",0.352206888,8e-09,,
"SPI","result",0.352206896,3.36e-06,0x17,0x45
"SPI","result",0.352210256,3.352e-06,0x18,0xA1
"SPI","disable",0.352213608,8e-09,,
"SPI","enable",0.353206888,8e-09,,
"SPI","result",0.353206896,3.36e-06,0x18,0x48
"SPI","result",0.353210256,3.352e-06,0x19,0xA8
"SPI","disable",0.353213608,8e-09,,
"SPI","enable",0.354206888,8e-09,,
"SPI","result",0.354206896,3.36e-06,0x19,0x4B
"SPI","result",0.354210256,3.352e-06,0x1A,0xAF
"SPI","disable",0.354213608,8e-09,,
"SPI","enable",0.355206888,8e-09,,
"SPI","result",0.355206896,3.36e-06,0x1A,0x4E
"SPI","result",0.355210256,3.352e-06,0x1B,0xB6
"SPI","disable",0.355213608,8e-09,,
"SPI","enable",0.356206888,8e-09,,
"SPI","result",0.356206896,3.36e-06,0x1B,0x51
"SPI","result",0.356210256,3.352e-06,0x1C,0xBD
"SPI","disable",0.356213608,8e-09,,
"SPI","enable",0.357206888,8e-09,,
"SPI","result",0.357206896,3.36e-06,0x1C,0x54
"SPI","result",0.357210256,3.352e-06,0x1D,0xC4
"SPI","disable",0.357213608,8e-09,,
"SPI","enable",0.358206888,8e-09,,
"SPI","result",0.358206896,3.36e-06,0x1D,0x57
"SPI","result",0.358210256,3.352e-06,0x1E,0xCB
"SPI","disable",0.358213608,8e-09,,
"SPI","enable",0.359206888,8e-09,,
"SPI","result",0.359206896,3.36e-06,0x1E,0x5A
"SPI","result",0.359210256,3.352e-06,0x1F,0xD2
"SPI","disable",0.359213608,8e-09,,
"SPI","enable",0.360206888,8e-09,,
"SPI","result",0.360206896,3.36e-06,0x1F,0x5D
"SPI","result",0.360210256,3.352e-06,0x20,0xD9
"SPI","disable",0.360213608,8e-09,,
"SPI","enable",0.361206888,8e-09,,
"SPI","result",0.361206896,3.36e-06,0x20,0x60
"SPI","result",0.361210256,3.352e-06,0x21,0xE0
"SPI","disable",0.361213608,8e-09,,
"SPI","enable",0.362206888,8e-09,,
"SPI","result",0.362206896,3.36e-06,0x21,0x63
"SPI","result",0.362210256,3.352e-06,0x22,0xE7
"SPI","disable",0.362213608,8e-09,,
"SPI","enable",0.363206888,8e-09,,
"SPI","result",0.363206896,3.36e-06,0x22,0x66
"SPI","result",0.363210256,3.352e-06,0x23,0xEE
"SPI","disable",0.363213608,8e-09,,
"SPI","enable",0.364206888,8e-09,,
"SPI","result",0.364206896,3.36e-06,0x23,0x69
"SPI","result",0.364210256,3.352e-06,0x24,0xF5
"SPI","disable",0.364213608,8e-09,,
"SPI","enable",0.365206888,8e-09,,
"SPI","result",0.365206896,3.36e-06,0x24,0x6C
"SPI","result",0.365210256,3.352e-06,0x25,0xFC
"SPI","disable",0.365213608,8e-09,,
"SPI","enable",0.366206888,8e-09,,
"SPI","result",0.366206896,3.36e-06,0x25,0x6F
"SPI","result",0.366210256,3.352e-06,0x26,0x3
"SPI","disable",0.366213608,8e-09,,
"SPI","enable",0.367206888,8e-09,,
"SPI","result",0.367206896,3.36e-06,0x26,0x72
"SPI","result",0.367210256,3.352e-06,0x27,0xA
"SPI","disable",0.367213608,8e-09,,
"SPI","enable",0.368206888,8e-09,,
"SPI","result",0.368206896,3.36e-06,0x27,0x75
"SPI","result",0.368210256,3.352e-06,0x28,0x11
"SPI","disable",0.368213608,8e-09,,
"SPI","enable",0.369206888,8e-09,,
"SPI","result",0.369206896,3.36e-06,0x28,0x78
"SPI","result",0.369210256,3.352e-06,0x29,0x18
"SPI","disable",0.369213608,8e-09,,
"SPI","enable",0.370206888,8e-09,,
"SPI","result",0.370206896,3.36e-06,0x29,0x7B
"SPI","result",0.370210256,3.352e-06,0x2A,0x1F
"SPI","disable",0.370213608,8e-09,,
"SPI","enable",0.371206888,8e-09,,
"SPI","result",0.371206896,3.36e-06,0x2A,0x7E
"SPI","result",0.371210256,3.352e-06,0x2B,0x26
"SPI","disable",0.37121360800000003,8e-09,,
"SPI","enable",0.372206888,8e-09,,
"SPI","result",0.372206896,3.36e-06,0x2B,0x81
"SPI","result",0.372210256,3.352e-06,0x2C,0x2D
"SPI","disable",0.37221360800000003,8e-09,,
"SPI","enable",0.373206888,8e-09,,
"SPI","result",0.373206896,3.36e-06,0x2C,0x84
"SPI","result",0.373210256,3.352e-06,0x2D,0x34
"SPI","disable",0.37321360800000003,8e-09,,
"SPI","enable",0.374206888,8e-09,,
"SPI","result",0.374206896,3.36e-06,0x2D,0x87
"SPI","result",0.374210256,3.352e-06,0x2E,0x3B
"SPI","disable",0.37421360800000003,8e-09,,
"SPI","enable",0.375206888,8e-09,,
"SPI","result",0.375206896,3.36e-06,0x2E,0x8A
"SPI","result",0.375210256,3.352e-06,0x2F,0x42
"SPI","disable",0.37521360800000003,8e-09,,
"SPI","enable",0.376206888,8e-09,,
"SPI","result",0.376206896,3.36e-06,0x2F,0x8D
"SPI","result",0.376210256,3.352e-06,0x30,0x49
"SPI","disable",0.37621360800000003,8e-09,,
"SPI","enable",0.377206888,8e-09,,
"SPI","result",0.377206896,3.36e-06,0x30,0x90
"SPI","result",0.377210256,3.352e-06,0x31,0x50
"SPI","disable",0.37721360800000003,8e-09,,
"SPI","enable",0.378206888,8e-09,,
"SPI","result",0.378206896,3.36e-06,0x31,0x93
"SPI","result",0.378210256,3.352e-06,0x32,0x57
"SPI","disable",0.37821360800000003,8e-09,,
"SPI","enable",0.379206888,8e-09,,
"SPI","result",0.379206896,3.36e-06,0x32,0x96
"SPI","result",0.379210256,3.352e-06,0x33,0x5E
"SPI","disable",0.37921360800000004,8e-09,,
"SPI","enable",0.380206888,8e-09,,
"SPI","result",0.380206896,3.36e-06,0x33,0x99
"SPI","result",0.380210256,3.352e-06,0x34,0x65
"SPI","disable",0.38021360800000004,8e-09,,
"SPI","enable",0.381206888,8e-09,,
"SPI","result",0.381206896,3.36e-06,0x34,0x9C
"SPI","result",0.381210256,3.352e-06,0x35,0x6C
"SPI","disable",0.38121360800000004,8e-09,,
"SPI","enable",0.382206888,8e-09,,
"SPI","result",0.382206896,3.36e-06,0x35,0x9F
"SPI","result",0.382210256,3.352e-06,0x36,0x73
"SPI","disable",0.38221360800000004,8e-09,,
"SPI","enable",0.383206888,8e-09,,
"SPI","result",0.383206896,3.36e-06,0x36,0xA2
"SPI","result",0.383210256,3.352e-06,0x37,0x7A
"SPI","disable",0.38321360800000004,8e-09,,
"SPI","enable",0.384206888,8e-09,,
"SPI","result",0.384206896,3.36e-06,0x37,0xA5
"SPI","result",0.384210256,3.352e-06,0x38,0x81
"SPI","disable",0.38421360800000004,8e-09,,
"SPI","enable",0.385206888,8e-09,,
"SPI","result",0.385206896,3.36e-06,0x38,0xA8
"SPI","result",0.38521025600000003,3.352e-06,0x39,0x88
"SPI","disable",0.38521360800000004,8e-09,,
"SPI","enable",0.386206888,8e-09,,
"SPI","result",0.386206896,3.36e-06,0x39,0xAB
"SPI","result",0.38621025600000003,3.352e-06,0x3A,0x8F
"SPI","disable",0.38621360800000004,8e-09,,
"SPI","enable",0.387206888,8e-09,,
"SPI","result",0.387206896,3.36e-06,0x3A,0xAE
"SPI","result",0.38721025600000003,3.352e-06,0x3B,0x96
"SPI","disable",0.38721360800000004,8e-09,,
"SPI","enable",0.388206888,8e-09,,
"SPI","result",0.388206896,3.36e-06,0x3B,0xB1
"SPI","result",0.38821025600000003,3.352e-06,0x3C,0x9D
"SPI","disable",0.38821360800000004,8e-09,,
"SPI","enable",0.38920688800000003,8e-09,,
"SPI","result",0.389206896,3.36e-06,0x3C,0xB4
"SPI","result",0.38921025600000003,3.352e-06,0x3D,0xA4
"SPI","disable",0.38921360800000004,8e-09,,
"SPI","enable",0.39020688800000003,8e-09,,
"SPI","result",0.390206896,3.36e-06,0x3D,0xB7
"SPI","result",0.39021025600000003,3.352e-06,0x3E,0xAB
"SPI","disable",0.39021360800000005,8e-09,,
"SPI","enable",0.39120688800000003,8e-09,,
"SPI","result",0.391206896,3.36e-06,0x3E,0xBA
"SPI","result",0.39121025600000003,3.352e-06,0x3F,0xB2
"SPI","disable",0.39121360800000005,8e-09,,
"SPI","enable",0.39220688800000003,8e-09,,
"SPI","result",0.392206896,3.36e-06,0x3F,0xBD
"SPI","result",0.39221025600000003,3.352e-06,0x40,0xB9
"SPI","disable",0.39221360800000005,8e-09,,
"SPI","enable",0.39320688800000003,8e-09,,
"SPI","result",0.39320689600000003,3.36e-06,0x40,0xC0
"SPI","result",0.39321025600000004,3.352e-06,0x41,0xC0
"SPI","disable",0.39321360800000005,8e-09,,
"SPI","enable",0.39420688800000003,8e-09,,
"SPI","result",0.39420689600000003,3.36e-06,0x41,0xC3
"SPI","result",0.39421025600000004,3.352e-06,0x42,0xC7
"SPI","disable",0.39421360800000005,8e-09,,
"SPI","enable",0.39520688800000003,8e-09,,
"SPI","result",0.39520689600000003,3.36e-06,0x42,0xC6
"SPI","result",0.39521025600000004,3.352e-06,0x43,0xCE
"SPI","disable",0.39521360800000005,8e-09,,
"SPI","enable",0.39620688800000003,8e-09,,
"SPI","result",0.39620689600000003,3.36e-06,0x43,0xC9
"SPI","result",0.39621025600000004,3.352e-06,0x44,0xD5
"SPI","disable",0.39621360800000005,8e-09,,
"SPI","enable",0.39720688800000004,8e-09,,
"SPI","result",0.39720689600000003,3.36e-06,0x44,0xCC
"SPI","result",0.39721025600000004,3.352e-06,0x45,0xDC
"SPI","disable",0.39721360800000005,8e-09,,
"SPI","enable",0.39820688800000004,8e-09,,
"SPI","result",0.39820689600000003,3.36e-06,0x45,0xCF
"SPI","result",0.39821025600000004,3.352e-06,0x46,0xE3
"SPI","disable",0.39821360800000005,8e-09,,
"SPI","enable",0.39920688800000004,8e-09,,
"SPI","result",0.39920689600000003,3.36e-06,0x46,0xD2
"SPI","result",0.39921025600000004,3.352e-06,0x47,0xEA
"SPI","disable",0.39921360800000005,8e-09,,
"SPI","enable",0.40020688800000004,8e-09,,
"SPI","result",0.40020689600000003,3.36e-06,0x47,0xD5
"SPI","result",0.40021025600000004,3.352e-06,0x48,0xF1
"SPI","disable",0.40021360800000005,8e-09,,
"SPI","enable",0.40120688800000004,8e-09,,
"SPI","result",0.40120689600000004,3.36e-06,0x48,0xD8
"SPI","result",0.40121025600000004,3.352e-06,0x49,0xF8
"SPI","disable",0.40121360800000005,8e-09,,
"SPI","enable",0.40220688800000004,8e-09,,
"SPI","result",0.40220689600000004,3.36e-06,0x49,0xDB
"SPI","result",0.40221025600000004,3.352e-06,0x4A,0xFF
"SPI","disable",0.40221360800000006,8e-09,,
"SPI","enable",0.40320688800000004,8e-09,,
"SPI","result",0.40320689600000004,3.36e-06,0x4A,0xDE
"SPI","result",0.40321025600000004,3.352e-06,0x4B,0x6
"SPI","disable",0.40321360800000006,8e-09,,
"SPI","enable",0.40420688800000004,8e-09,,
"SPI","result",0.40420689600000004,3.36e-06,0x4B,0xE1
"SPI","result",0.40421025600000005,3.352e-06,0x4C,0xD
"SPI","disable",0.40421360800000006,8e-09,,
"SPI","enable",0.40520688800000004,8e-09,,
"SPI","result",0.40520689600000004,3.36e-06,0x4C,0xE4
"SPI","result",0.40521025600000005,3.352e-06,0x4D,0x14
"SPI","disable",0.40521360800000006,8e-09,,
"SPI","enable",0.40620688800000004,8e-09,,
"SPI","result",0.40620689600000004,3.36e-06,0x4D,0xE7
"SPI","result",0.40621025600000005,3.352e-06,0x4E,0x1B
"SPI","disable",0.40621360800000006,8e-09,,
"SPI","enable",0.40720688800000004,8e-09,,
"SPI","result",0.40720689600000004,3.36e-06,0x4E,0xEA
"SPI","result",0.40721025600000005,3.352e-06,0x4F,0x22
"SPI","disable",0.40721360800000006,8e-09,,
"SPI","enable",0.40820688800000005,8e-09,,
"SPI","result",0.40820689600000004,3.36e-06,0x4F,0xED
"SPI","result",0.40821025600000005,3.352e-06,0x50,0x29
"SPI","disable",0.40821360800000006,8e-09,,
"SPI","enable",0.40920688800000005,8e-09,,
"SPI","result",0.40920689600000004,3.36e-06,0x50,0xF0
"SPI","result",0.40921025600000005,3.352e-06,0x51,0x30
"SPI","disable",0.40921360800000006,8e-09,,
"SPI","enable",0.41020688800000005,8e-09,,
"SPI","result",0.41020689600000004,3.36e-06,0x51,0xF3
"SPI","result",0.41021025600000005,3.352e-06,0x52,0x37
"SPI","disable",0.41021360800000006,8e-09,,
"SPI","enable",0.41120688800000005,8e-09,,
"SPI","result",0.41120689600000004,3.36e-06,0x52,0xF6
"SPI","result",0.41121025600000005,3.352e-06,0x53,0x3E
"SPI","disable",0.41121360800000006,8e-09,,
"SPI","enable",0.41220688800000005,8e-09,,
"SPI","result",0.41220689600000004,3.36e-06,0x53,0xF9
"SPI","result",0.41221025600000005,3.352e-06,0x54,0x45
"SPI","disable",0.41221360800000006,8e-09,,
"SPI","enable",0.41320688800000005,8e-09,,
"SPI","result",0.41320689600000005,3.36e-06,0x54,0xFC
"SPI","result",0.41321025600000005,3.352e-06,0x55,0x4C
"SPI","disable",0.41321360800000007,8e-09,,
"SPI","enable",0.41420688800000005,8e-09,,
"SPI","result",0.41420689600000005,3.36e-06,0x55,0xFF
"SPI","result",0.41421025600000005,3.352e-06,0x56,0x53
"SPI","disable",0.41421360800000007,8e-09,,
"SPI","enable",0.41520688800000005,8e-09,,
"SPI","result",0.41520689600000005,3.36e-06,0x56,0x2
"SPI","result",0.41521025600000006,3.352e-06,0x57,0x5A
"SPI","disable",0.41521360800000007,8e-09,,
"SPI","enable",0.41620688800000005,8e-09,,
"SPI","result",0.41620689600000005,3.36e-06,0x57,0x5
"SPI","result",0.41621025600000006,3.352e-06,0x58,0x61
"SPI","disable",0.41621360800000007,8e-09,,
"SPI","enable",0.41720688800000005,8e-09,,
"SPI","result",0.41720689600000005,3.36e-06,0x58,0x8
"SPI","result",0.41721025600000006,3.352e-06,0x59,0x68
"SPI","disable",0.41721360800000007,8e-09,,
"SPI","enable",0.41820688800000005,8e-09,,
"SPI","result",0.41820689600000005,3.36e-06,0x59,0xB
"SPI","result",0.41821025600000006,3.352e-06,0x5A,0x6F
"SPI","disable",0.41821360800000007,8e-09,,
"SPI","enable",0.41920688800000006,8e-09,,
"SPI","result",0.41920689600000005,3.36e-06,0x5A,0xE
"SPI","result",0.41921025600000006,3.352e-06,0x5B,0x76
"SPI","disable",0.41921360800000007,8e-09,,
"SPI","enable",0.42020688800000006,8e-09,,
"SPI","result",0.42020689600000005,3.36e-06,0x5B,0x11
"SPI","result",0.42021025600000006,3.352e-06,0x5C,0x7D
"SPI","disable",0.42021360800000007,8e-09,,
"SPI","enable",0.42120688800000006,8e-09,,
"SPI","result",0.42120689600000005,3.36e-06,0x5C,0x14
"SPI","result",0.42121025600000006,3.352e-06,0x5D,0x84
"SPI","disable",0.4212136080000001,8e-09,,
"SPI","enable",0.42220688800000006,8e-09,,
"SPI","result",0.42220689600000005,3.36e-06,0x5D,0x17
"SPI","result",0.42221025600000006,3.352e-06,0x5E,0x8B
"SPI","disable",0.4222136080000001,8e-09,,
"SPI","enable",0.42320688800000006,8e-09,,
"SPI","result",0.42320689600000005,3.36e-06,0x5E,0x1A
"SPI","result",0.42321025600000006,3.352e-06,0x5F,0x92
"SPI","disable",0.4232136080000001,8e-09,,
"SPI","enable",0.42420688800000006,8e-09,,
"SPI","result",0.42420689600000006,3.36e-06,0x5F,0x1D
"SPI","result",0.42421025600000006,3.352e-06,0x60,0x99
"SPI","disable",0.4242136080000001,8e-09,,
"SPI","enable",0.42520688800000006,8e-09,,
"SPI","result",0.42520689600000006,3.36e-06,0x60,0x20
"SPI","result",0.42521025600000006,3.352e-06,0x61,0xA0
"SPI","disable",0.4252136080000001,8e-09,,
"SPI","enable",0.42620688800000006,8e-09,,
"SPI","result",0.42620689600000006,3.36e-06,0x61,0x23
"SPI","result",0.42621025600000007,3.352e-06,0x62,0xA7
"SPI","disable",0.4262136080000001,8e-09,,
"SPI","enable",0.42720688800000006,8e-09,,
"SPI","result",0.42720689600000006,3.36e-06,0x62,0x26
"SPI","result",0.42721025600000007,3.352e-06,0x63,0xAE
"SPI","disable",0.4272136080000001,8e-09,,
"SPI","enable",0.42820688800000006,8e-09,,
"SPI","result",0.42820689600000006,3.36e-06,0x63,0x29
"SPI","result",0.42821025600000007,3.352e-06,0x64,0xB5
"SPI","disable",0.4282136080000001,8e-09,,
"SPI","enable",0.42920688800000006,8e-09,,
"SPI","result",0.42920689600000006,3.36e-06,0x64,0x2C
"SPI","result",0.42921025600000007,3.352e-06,0x65,0xBC
"SPI","disable",0.4292136080000001,8e-09,,
"SPI","enable",0.43020688800000007,8e-09,,
"SPI","result",0.43020689600000006,3.36e-06,0x65,0x2F
"SPI","result",0.43021025600000007,3.352e-06,0x66,0xC3
"SPI","disable",0.4302136080000001,8e-09,,
"SPI","enable",0.43120688800000007,8e-09,,
"SPI","result",0.43120689600000006,3.36e-06,0x66,0x32
"SPI","result",0.43121025600000007,3.352e-06,0x67,0xCA
"SPI","disable",0.4312136080000001,8e-09,,
"SPI","enable",0.43220688800000007,8e-09,,
"SPI","result",0.43220689600000006,3.36e-06,0x67,0x35
"SPI","result",0.43221025600000007,3.352e-06,0x68,0xD1
"SPI","disable",0.4322136080000001,8e-09,,
"SPI","enable",0.43320688800000007,8e-09,,
"SPI","result",0.43320689600000006,3.36e-06,0x68,0x38
"SPI","result",0.43321025600000007,3.352e-06,0x69,0xD8
"SPI","disable",0.4332136080000001,8e-09,,
"SPI","enable",0.43420688800000007,8e-09,,
"SPI","result",0.43420689600000006,3.36e-06,0x69,0x3B
"SPI","result",0.43421025600000007,3.352e-06,0x6A,0xDF
"SPI","disable",0.4342136080000001,8e-09,,
"SPI","enable",0.43520688800000007,8e-09,,
"SPI","result",0.43520689600000007,3.36e-06,0x6A,0x3E
"SPI","result",0.4352102560000001,3.352e-06,0x6B,0xE6
"SPI","disable",0.4352136080000001,8e-09,,
"SPI","enable",0.43620688800000007,8e-09,,
"SPI","result",0.43620689600000007,3.36e-06,0x6B,0x41
"SPI","result",0.4362102560000001,3.352e-06,0x6C,0xED
"SPI","disable",0.4362136080000001,8e-09,,
"SPI","enable",0.43720688800000007,8e-09,,
"SPI","result",0.43720689600000007,3.36e-06,0x6C,0x44
"SPI","result",0.4372102560000001,3.352e-06,0x6D,0xF4
"SPI","disable",0.4372136080000001,8e-09,,
"SPI","enable",0.43820688800000007,8e-09,,
"SPI","result",0.43820689600000007,3.36e-06,0x6D,0x47
"SPI","result",0.4382102560000001,3.352e-06,0x6E,0xFB
"SPI","disable",0.4382136080000001,8e-09,,
"SPI","enable",0.4392068880000001,8e-09,,
"SPI","result",0.43920689600000007,3.36e-06,0x6E,0x4A
"SPI","result",0.4392102560000001,3.352e-06,0x6F,0x2
"SPI","disable",0.4392136080000001,8e-09,,
"SPI","enable",0.4402068880000001,8e-09,,
"SPI","result",0.44020689600000007,3.36e-06,0x6F,0x4D
"SPI","result",0.4402102560000001,3.352e-06,0x70,0x9
"SPI","disable",0.4402136080000001,8e-09,,
"SPI","enable",0.4412068880000001,8e-09,,
"SPI","result",0.44120689600000007,3.36e-06,0x70,0x50
"SPI","result",0.4412102560000001,3.352e-06,0x71,0x10
"SPI","disable",0.4412136080000001,8e-09,,
"SPI","enable",0.4422068880000001,8e-09,,
"SPI","result",0.44220689600000007,3.36e-06,0x71,0x53
"SPI","result",0.4422102560000001,3.352e-06,0x72,0x17
"SPI","disable",0.4422136080000001,8e-09,,
"SPI","enable",0.4432068880000001,8e-09,,
"SPI","result",0.4432068960000001,3.36e-06,0x72,0x56
"SPI","result",0.4432102560000001,3.352e-06,0x73,0x1E
"SPI","disable",0.4432136080000001,8e-09,,
"SPI","enable",0.4442068880000001,8e-09,,
"SPI","result",0.4442068960000001,3.36e-06,0x73,0x59
"SPI","result",0.4442102560000001,3.352e-06,0x74,0x25
"SPI","disable",0.4442136080000001,8e-09,,
"SPI","enable",0.4452068880000001,8e-09,,
"SPI","result",0.4452068960000001,3.36e-06,0x74,0x5C
"SPI","result",0.4452102560000001,3.352e-06,0x75,0x2C
"SPI","disable",0.4452136080000001,8e-09,,
"SPI","enable",0.4462068880000001,8e-09,,
"SPI","result",0.4462068960000001,3.36e-06,0x75,0x5F
"SPI","result",0.4462102560000001,3.352e-06,0x76,0x33
"SPI","disable",0.4462136080000001,8e-09,,
"SPI","enable",0.4472068880000001,8e-09,,
"SPI","result",0.4472068960000001,3.36e-06,0x76,0x62
"SPI","result",0.4472102560000001,3.352e-06,0x77,0x3A
"SPI","disable",0.4472136080000001,8e-09,,
"SPI","enable",0.4482068880000001,8e-09,,
"SPI","result",0.4482068960000001,3.36e-06,0x77,0x65
"SPI","result",0.4482102560000001,3.352e-06,0x78,0x41
"SPI","disable",0.4482136080000001,8e-09,,
"SPI","enable",0.4492068880000001,8e-09,,
"SPI","result",0.4492068960000001,3.36e-06,0x78,0x68
"SPI","result",0.4492102560000001,3.352e-06,0x79,0x48
"SPI","disable",0.4492136080000001,8e-09,,
"SPI","enable",0.4502068880000001,8e-09,,
"SPI","result",0.4502068960000001,3.36e-06,0x79,0x6B
"SPI","result",0.4502102560000001,3.352e-06,0x7A,0x4F
"SPI","disable",0.4502136080000001,8e-09,,
"SPI","enable",0.4512068880000001,8e-09,,
"SPI","result",0.4512068960000001,3.36e-06,0x7A,0x6E
"SPI","result",0.4512102560000001,3.352e-06,0x7B,0x56
"SPI","disable",0.4512136080000001,8e-09,,
"SPI","enable",0.4522068880000001,8e-09,,
"SPI","result",0.4522068960000001,3.36e-06,0x7B,0x71
"SPI","result",0.4522102560000001,3.352e-06,0x7C,0x5D
"SPI","disable",0.4522136080000001,8e-09,,
"SPI","enable",0.4532068880000001,8e-09,,
"SPI","result",0.4532068960000001,3.36e-06,0x7C,0x74
"SPI","result",0.4532102560000001,3.352e-06,0x7D,0x64
"SPI","disable",0.4532136080000001,8e-09,,
"SPI","enable",0.4542068880000001,8e-09,,
"SPI","result",0.4542068960000001,3.36e-06,0x7D,0x77
"SPI","result",0.4542102560000001,3.352e-06,0x7E,0x6B
"SPI","disable",0.4542136080000001,8e-09,,
"SPI","enable",0.4552068880000001,8e-09,,
"SPI","result",0.4552068960000001,3.36e-06,0x7E,0x7A
"SPI","result",0.4552102560000001,3.352e-06,0x7F,0x72
"SPI","disable",0.4552136080000001,8e-09,,
"SPI","enable",0.4562068880000001,8e-09,,
"SPI","result",0.4562068960000001,3.36e-06,0x7F,0x7D
"SPI","result",0.4562102560000001,3.352e-06,0x80,0x79
"SPI","disable",0.4562136080000001,8e-09,,
"SPI","enable",0.4572068880000001,8e-09,,
"SPI","result",0.4572068960000001,3.36e-06,0x80,0x80
"SPI","result",0.4572102560000001,3.352e-06,0x81,0x80
"SPI","disable",0.4572136080000001,8e-09,,
"SPI","enable",0.4582068880000001,8e-09,,
"SPI","result",0.4582068960000001,3.36e-06,0x81,0x83
